review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
Nice and easy application.,5,2023-11-23,CBE,Google Play,en,Nice and easy application.,nice easy application,0.6908,positive,positive,positive,positive
Shame to see one of the biggest bank in east africa. Have this app 1 .you try to send money.. it will fail on the way you try again and your money have been sent Twice. Then you have to ask the Receiver to send the money back to you. 2. Try to refresh to see your recent transaction and it will show old transaction. Clearly they don't care . You can get your statement easily via telebirr. But cbe you have to go to branch and beg sometimes Bribe the managers to get your own bank statement . Shame,1,2023-11-23,CBE,Google Play,en,Shame to see one of the biggest bank in east africa. Have this app 1 .you try to send money.. it will fail on the way you try again and your money have been sent Twice. Then you have to ask the Receiver to send the money back to you. 2. Try to refresh to see your recent transaction and it will show old transaction. Clearly they don't care . You can get your statement easily via telebirr. But cbe you have to go to branch and beg sometimes Bribe the managers to get your own bank statement . Shame,shame see one biggest bank east africa app 1 try send money fail way try money sent twice ask receiver send money back try refresh see recent transaction show old transaction clearly care get statement easily via telebirr cbe go branch beg sometimes bribe manager get bank statement shame,-0.8366,negative,negative,positive,negative
So bad,1,2023-11-23,CBE,Google Play,so,So bad,bad,-0.5849,negative,negative,negative,negative
🔥🔥🔥🔥🔥,5,2023-11-23,CBE,Google Play,unknown,🔥🔥🔥🔥🔥,,0.0,neutral,neutral,neutral,positive
chyddu,5,2023-11-23,CBE,Google Play,cy,chyddu,chyddu,0.0,neutral,neutral,neutral,positive
Very great,5,2023-11-22,CBE,Google Play,en,Very great,great,0.659,positive,positive,positive,positive
Its nice app because of it includes mult payment methods in their. Thanks CBE,5,2023-11-21,CBE,Google Play,en,Its nice app because of it includes mult payment methods in their. Thanks CBE,nice app includes mult payment method thanks cbe,0.6908,positive,positive,positive,positive
Great application. But when it opened after Minimization it doesn't ask for pin. I mean it directly opens which is not safe. Anyone who has the phone can transfer or do other activities. please Update the app in to new level.,3,2023-11-21,CBE,Google Play,en,Great application. But when it opened after Minimization it doesn't ask for pin. I mean it directly opens which is not safe. Anyone who has the phone can transfer or do other activities. please Update the app in to new level.,great application opened minimization ask pin mean directly open safe anyone phone transfer activity please update app new level,0.338,positive,positive,positive,neutral
Appreciated,5,2023-11-21,CBE,Google Play,en,Appreciated,appreciated,0.5106,positive,positive,positive,positive
I am interested with this app.,5,2023-11-21,CBE,Google Play,en,I am interested with this app.,interested app,0.4019,positive,positive,positive,positive
"Great app, but the only problem, i encounter with it is that branches are not willing to open it for you, every branch will try to send you else where",5,2023-11-21,CBE,Google Play,en,"Great app, but the only problem, i encounter with it is that branches are not willing to open it for you, every branch will try to send you else where",great app problem encounter branch willing open every branch try send else,-0.25,negative,negative,positive,positive
Noting working app,1,2023-11-21,CBE,Google Play,tl,Noting working app,noting working app,0.0,neutral,neutral,neutral,negative
Please include full Bank statement access through this app,2,2023-11-20,CBE,Google Play,en,Please include full Bank statement access through this app,please include full bank statement access app,0.3182,positive,positive,positive,negative
Best to be Best as your Age of Surveillance Old.,3,2023-11-20,CBE,Google Play,en,Best to be Best as your Age of Surveillance Old.,best best age surveillance old,0.8555,positive,positive,positive,neutral
Nayis,3,2023-11-19,CBE,Google Play,so,Nayis,nayis,0.0,neutral,neutral,neutral,neutral
Very Very good appa I am really,5,2023-11-19,CBE,Google Play,en,Very Very good appa I am really,good appa really,0.5379,positive,positive,positive,positive
"I like the other one except for one reason, but it would be cool if the account message is saved quickly",5,2023-11-19,CBE,Google Play,en,"I like the other one except for one reason, but it would be cool if the account message is saved quickly",like one except one reason would cool account message saved quickly,0.8126,positive,positive,positive,positive
Best mobile banking app ever,4,2023-11-19,CBE,Google Play,no,Best mobile banking app ever,best mobile banking app ever,0.6369,positive,positive,positive,positive
"The app was working properly, but in the last two days, it showed not available while I am in a good network area with both wifi or data. Please fix it. With regards",3,2023-11-19,CBE,Google Play,en,"The app was working properly, but in the last two days, it showed not available while I am in a good network area with both wifi or data. Please fix it. With regards",app working properly last two day showed available good network area wifi data please fix regard,0.7783,positive,positive,positive,neutral
Some times facing delayed cynching,4,2023-11-19,CBE,Google Play,en,Some times facing delayed cynching,time facing delayed cynching,-0.2263,negative,negative,neutral,positive
Wow it's bast,5,2023-11-19,CBE,Google Play,en,Wow it's bast,wow bast,0.5859,positive,positive,positive,positive
on 🐂rfxbk,5,2023-11-19,CBE,Google Play,en,on 🐂rfxbk,,0.0,neutral,neutral,neutral,positive
Very interesting app.,5,2023-11-18,CBE,Google Play,en,Very interesting app.,interesting app,0.4576,positive,positive,positive,positive
"Good but currently not update, the status",4,2023-11-18,CBE,Google Play,en,"Good but currently not update, the status",good currently update status,0.2382,positive,positive,positive,positive
Amazing application,5,2023-11-18,CBE,Google Play,it,Amazing application,amazing application,0.5859,positive,positive,positive,positive
በጣም አስፈላጊ እና ምርጥ አፕ ነው የኢትዮጵያ ንግድ ባንክ ሁሌም የሚተማመኑበት ባንክ,5,2023-11-17,CBE,Google Play,unknown,በጣም አስፈላጊ እና ምርጥ አፕ ነው የኢትዮጵያ ንግድ ባንክ ሁሌም የሚተማመኑበት ባንክ,በጣም አስፈላጊ እና ምርጥ አፕ ነው የኢትዮጵያ ንግድ ባንክ ሁሌም የሚተማመኑበት ባንክ,0.0,neutral,neutral,neutral,positive
It is the best,5,2023-11-17,CBE,Google Play,en,It is the best,best,0.6369,positive,positive,positive,positive
The app doesn't let you have the pdf form receipt.,1,2023-11-17,CBE,Google Play,en,The app doesn't let you have the pdf form receipt.,app let pdf form receipt,0.0,neutral,neutral,neutral,negative
How to conected In my phone application previous used,5,2023-11-16,CBE,Google Play,en,How to conected In my phone application previous used,conected phone application previous used,0.0,neutral,neutral,negative,positive
"Its so flexible, easy and fast. More perfect if adding another acc. is possible Or interchangeabily within different account for those who use multiple acc.",4,2023-11-16,CBE,Google Play,en,"Its so flexible, easy and fast. More perfect if adding another acc. is possible Or interchangeabily within different account for those who use multiple acc.",flexible easy fast perfect adding another acc possible interchangeabily within different account use multiple acc,0.8543,positive,positive,positive,positive
It is light to use,5,2023-11-16,CBE,Google Play,en,It is light to use,light use,0.0,neutral,neutral,positive,positive
"This app taking 10 birr for every transaction, This is not fair,🤬",1,2023-11-16,CBE,Google Play,en,"This app taking 10 birr for every transaction, This is not fair,🤬",app taking 10 birr every transaction fair,0.0,neutral,neutral,positive,negative
በጣም ተመችቶኛል። እድሜ የዛሬ 15 አመት በኢትዮጵያ እንደጀመር ሀሰብ በማፍለቅ እንዲጀመር ላደረጉት የዛኔ የኢንሳ ባለሙያ ለአሁኑ ጠቅላይ ሚኒስተራችን ክቡር አብይ አህመድ የከበረ አድናቆት አለኝ።,5,2023-11-15,CBE,Google Play,unknown,በጣም ተመችቶኛል። እድሜ የዛሬ 15 አመት በኢትዮጵያ እንደጀመር ሀሰብ በማፍለቅ እንዲጀመር ላደረጉት የዛኔ የኢንሳ ባለሙያ ለአሁኑ ጠቅላይ ሚኒስተራችን ክቡር አብይ አህመድ የከበረ አድናቆት አለኝ።,በጣም እድሜ የዛሬ 15 አመት በኢትዮጵያ እንደጀመር ሀሰብ በማፍለቅ እንዲጀመር ላደረጉት የዛኔ የኢንሳ ባለሙያ ለአሁኑ ጠቅላይ ሚኒስተራችን ክቡር አብይ አህመድ የከበረ አድናቆት,0.0,neutral,neutral,neutral,positive
Why I go to the nearest bank to be activated! It must be fully automated like telebirr and Mpessa!,1,2023-11-15,CBE,Google Play,en,Why I go to the nearest bank to be activated! It must be fully automated like telebirr and Mpessa!,go nearest bank activated must fully automated like telebirr mpessa,0.5207,positive,positive,neutral,negative
Allowed,5,2023-11-15,CBE,Google Play,cy,Allowed,allowed,0.0,neutral,neutral,neutral,positive
Will ask her about the election of acaunt,5,2023-11-15,CBE,Google Play,en,Will ask her about the election of acaunt,ask election acaunt,0.0,neutral,neutral,neutral,positive
"Fsntastic,convenient and fast",5,2023-11-15,CBE,Google Play,it,"Fsntastic,convenient and fast",fsntastic convenient fast,0.0,neutral,neutral,positive,positive
